,group,geometry,h3_index,node,Mode_Planned,Model,Line_Unique,address,area,location,TotalDemand,TotalTransfers,Total_Unique_Lines,BRT Lines,Cable Line Lines,Funicular Lines,HighSpeed Rail Lines,Interurban Rail Lines,LRT Lines,Metro Lines,Suburban Rail Lines,centroid,pop_0_500,emp_0_500,pop_500_1000,emp_500_1000,pop_1000_1500,emp_1000_1500,id,term_type,Region_category,Location_category,RegionLocation,Num_Modes,score,bus_terminal,HubType
35,35,"POLYGON ((35.32253543981161 32.70156988740103, 35.32188130715711 32.70117988766358, 35.321267460454536 32.70168238239454, 35.321307743817606 32.702574869587714, 35.3219618720768 32.702964874072926, 35.32257572136827 32.70246238661743, 35.32253543981161 32.70156988740103))",['8a2da4d350d7fff'],[34030],['LRT'],Haifa,"['lrt01', 'lrt02', 'lrt03', 'lrt04', 'lrt05', 'lrt06']","מעלה יצחק, נוף הגליל, נפת יזרעאל, מחוז הצפון, 1765413, ישראל",צפון,צפון,1297.9786055999998,636.77791276,1,0,0,0,0,0,6,0,0,POINT (35.32192159207348 32.702072380724445),2252.864068649011,3309.9530857326654,0.0,0.0,15753.52030983088,7997.80098963878,,,1,1,1,1,24.0,0,Local
36,36,"POLYGON ((35.325765774159606 32.70262742975089, 35.32511165789713 32.70223741171245, 35.324497812990465 32.70273991417965, 35.32453808175778 32.703632427409104, 35.32519219362509 32.70402245019514, 35.325806041120245 32.703519955004325, 35.325765774159606 32.70262742975089))",['8a2da4d353b7fff'],[34029],['LRT'],Haifa,"['lrt01', 'lrt02', 'lrt03', 'lrt04', 'lrt05', 'lrt06']","מעלה יצחק, נוף הגליל, נפת יזרעאל, מחוז הצפון, 1765413, ישראל",צפון,צפון,515.36779229,515.36779229,1,0,0,0,0,0,6,0,0,POINT (35.325151928217544 32.70312993081011),0.0,0.0,2171.70114360787,3190.7068880035167,12248.419577533696,6466.984361607649,,,1,1,1,1,24.0,0,Not Hub
37,37,"POLYGON ((35.31861058193313 32.69922995788964, 35.31795642449961 32.698839985717235, 35.31734257859388 32.699342479985496, 35.317382887532034 32.7002349391525, 35.31803704057022 32.70062491607334, 35.31865088906556 32.700122429078945, 35.31861058193313 32.69922995788964))",['8a2da4d35467fff'],[34031],['LRT'],Haifa,"['lrt01', 'lrt02', 'lrt03', 'lrt04', 'lrt05', 'lrt06']","שקד, נוף הגליל, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,93.38885868,93.38885868,1,0,0,0,0,0,6,0,0,POINT (35.317996734991574 32.69973245075125),0.0,0.0,2227.966492874737,3273.373067919722,17984.053357953137,9744.912067591931,712.0,מסוף קטן,1,1,1,1,24.0,2,Not Hub
38,38,"POLYGON ((35.31296498857029 32.701074908416366, 35.31231081955278 32.70068494956213, 35.31169696011363 32.70118739903183, 35.311737267102295 32.70207980008216, 35.31239143172372 32.70246976368344, 35.31300529375256 32.70196732148755, 35.31296498857029 32.701074908416366))",['8a2da4d3548ffff'],[34032],['LRT'],Haifa,"['lrt01', 'lrt02', 'lrt03', 'lrt04', 'lrt05', 'lrt06']","נוף הגליל, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,1173.1093856999998,670.74091195,1,0,0,0,0,0,6,0,0,POINT (35.31235112809506 32.701577356478886),2191.8921046194987,3220.371852984926,6759.5489614231765,5295.242755667672,14387.587061029404,7202.601579947105,,,1,1,1,1,24.0,0,Local
39,39,"POLYGON ((35.283192766062314 32.69027906542653, 35.282538441464645 32.689889280453414, 35.281924568683856 32.69039166755624, 35.28196501790697 32.691283832367574, 35.282619338107274 32.69167362208976, 35.283233213481815 32.69117124225172, 35.283192766062314 32.69027906542653))",['8a2da4d36037fff'],[36809],['BRT'],Haifa,"['brt031', 'brt032']","חיפה, الناصرة, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,0.01574265,0.01574265,1,2,0,0,0,0,0,0,0,POINT (35.28257889224372 32.69078145112653),0.0,0.0,5657.248727050644,1102.3751765202146,14898.66776443716,7981.22089565489,,,1,1,1,1,6.0,0,Not Hub
40,40,"POLYGON ((35.287118627154754 32.69261787168003, 35.28646432727065 32.69222805915962, 35.2858504536543 32.6927304467359, 35.28589087732902 32.693622639566456, 35.286545172815835 32.69401245683522, 35.28715904902521 32.693510076525314, 35.287118627154754 32.69261787168003))",['8a2da4d36067fff'],[36807],['BRT'],Haifa,"['brt031', 'brt032']","ארמון האגמון, الناصرة, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,279.0813611,279.0813611,1,2,0,0,0,0,0,0,0,POINT (35.286504752500846 32.69312025785261),0.0,0.0,0.0,0.0,21493.885724187698,9644.188269621518,,,1,1,1,1,6.0,0,Not Hub
41,41,"MULTIPOLYGON (((35.294525382851425 32.687480933745185, 35.29391153444612 32.68798340314335, 35.29325723730095 32.68759358682286, 35.29264338671463 32.68809604871691, 35.29268383068012 32.68898831966622, 35.29333812342919 32.68937814073787, 35.29395197660887 32.68887568610922, 35.29460626537427 32.68926551169363, 35.29522011637287 32.68876304956101, 35.295179676012786 32.68787075457827, 35.294525382851425 32.687480933745185)), ((35.29276469846855 32.6907728535441, 35.292805122291604 32.69166511647178, 35.2934594022644 32.692054951556806, 35.29407326281052 32.6915525189643, 35.294032840791026 32.69066024402014, 35.29337855642183 32.69027041368509, 35.29276469846855 32.6907728535441)))","['8a2da4d36a2ffff', '8a2da4d36b0ffff', '8a2da4d36b77fff']","[19226, 36993, 36991]",['BRT'],Haifa,"['brt031', 'brt032']","3003, ארמון האגמון, الناصرة, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,46.58326752,46.58326752,1,6,0,0,0,0,0,0,0,POINT (35.29376083455659 32.68934057681032),0.0,0.0,14582.647681259226,6224.788070033428,7825.1189788897955,2649.1870892087272,,,1,1,1,1,18.0,0,Not Hub
42,42,"POLYGON ((35.289081502087846 32.69378733678972, 35.28842721456357 32.69339751049504, 35.28781334053104 32.693899898307, 35.28785375143008 32.694792105146654, 35.28850803455708 32.695181936189364, 35.2891219111823 32.69467955564456, 35.289081502087846 32.69378733678972))",['8a2da4d36a9ffff'],[36999],['BRT'],Haifa,"['brt031', 'brt032']","ארמון האגמון, الناصرة, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,300.83192814999995,269.4165706,1,2,0,0,0,0,0,0,0,POINT (35.28846762701787 32.69428972319751),0.0,0.0,3058.5263617836085,631.513975414921,20079.57773577509,9833.929267507236,,,1,1,1,1,6.0,0,Not Hub
43,43,"POLYGON ((35.29288594979563 32.69344963430262, 35.292231674219515 32.693059794468375, 35.29161780672135 32.693562204787646, 35.29165821220681 32.6944544476738, 35.29231248338605 32.69484429225662, 35.29292635347669 32.69434188920487, 35.29288594979563 32.69344963430262))",['8a2da4d36ae7fff'],[36997],['BRT'],Haifa,"['brt031', 'brt032']","مدرسة كاراتيه ""11رين بو كان"" الناصرة, 11, خربة الدير, ארמון האגמון, الناصرة, נפת יזרעאל, מחוז הצפון, 1756103, ישראל",צפון,צפון,341.00188067,341.00188067,1,2,0,0,0,0,0,0,0,POINT (35.29227208126022 32.693952043217784),0.0,0.0,6564.1572189953495,5068.758619090132,19258.540122130467,7176.835150984135,,,1,1,1,1,6.0,0,Not Hub
44,44,"MULTIPOLYGON (((35.275832924921396 32.68242315470865, 35.275219063360815 32.68292557038137, 35.27525958199924 32.68381769917415, 35.27591396039676 32.684207424306415, 35.27652782455289 32.68370501589427, 35.276487307715904 32.6828128750891, 35.275832924921396 32.68242315470865)), ((35.27718219897536 32.68409474553684, 35.27722270484468 32.68498688834303, 35.277877070894576 32.68537662724746, 35.27849093547213 32.68487421859443, 35.278450431404586 32.683982063775396, 35.27779606095775 32.683592329622456, 35.27718219897536 32.68409474553684)))","['8a2da4d36c1ffff', '8a2da4d36ca7fff', '8a2da4d36ca7fff']","[36814, 36815, 36817]",['BRT'],Haifa,"['brt031', 'brt032']","يافة الناصرة, נפת יזרעאל, מחוז הצפון, 2350827, ישראל",צפון,צפון,910.43357528,910.43357528,1,6,0,0,0,0,0,0,0,POINT (35.27685500897371 32.68389988514955),0.0,0.0,9075.17877245599,1904.2082006137312,7312.824613398033,2897.20778903985,,,1,1,1,1,18.0,0,Not Hub
45,45,"POLYGON ((35.278571923472676 32.686658520219815, 35.27791756579593 32.68626877205375, 35.27730369644957 32.68677116594278, 35.27734418218528 32.68766330073551, 35.27799853546477 32.688053053651814, 35.278612407405824 32.68755066702537, 35.278571923472676 32.686658520219815))",['8a2da4d36cc7fff'],[36812],['BRT'],Haifa,"['brt031', 'brt032']","يافة الناصرة, נפת יזרעאל, מחוז הצפון, 2350827, ישראל",צפון,צפון,0.0,0.0,1,2,0,0,0,0,0,0,0,POINT (35.277958053088255 32.687160912707384),0.0,0.0,0.0,0.0,16404.19626256088,5342.0353642944965,,,1,1,1,1,6.0,0,Not Hub
46,46,"POLYGON ((35.1674549778843 32.849448930528716, 35.16680098073823 32.84905880832646, 35.16618649722079 32.84955924969847, 35.16622600827522 32.85044980595794, 35.16688000099317 32.85083993282549, 35.16749448708479 32.85033949876842, 35.1674549778843 32.849448930528716))",['8a2da4d8290ffff'],[34066],['LRT'],Haifa,"['lrt05', 'lrt06']","70, طمرة‎, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,62.90002759000001,62.90002759000001,1,0,0,0,0,0,2,0,0,POINT (35.166840493325076 32.84994937044504),0.0,0.0,0.0,0.0,6950.3226670369,1921.531535746184,,,1,2,2,1,8.0,0,Not Hub
47,47,"POLYGON ((35.169772171928514 32.85863446468363, 35.169118225491005 32.8582442871961, 35.16850371978656 32.85874466244595, 35.16854315794716 32.8596352078643, 35.169197099955554 32.860025390013156, 35.169811608232436 32.859525022082494, 35.169772171928514 32.85863446468363))",['8a2da4d82baffff'],[34067],['LRT'],Haifa,"['lrt05', 'lrt06']","70, طمرة‎, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,1366.0935747,892.7524383300001,1,0,0,0,0,0,2,0,0,POINT (35.16915766518252 32.85913483847456),0.0,0.0,0.0,0.0,5809.630418737511,1629.508491821685,,,1,2,2,1,8.0,0,Not Hub
48,48,"POLYGON ((35.1782092840597 32.87667585446207, 35.17755545093263 32.87628555286474, 35.176940907152684 32.876785818137584, 35.1769801939312 32.87767637767986, 35.17763402262762 32.87806668393111, 35.17824856897617 32.87756642598635, 35.1782092840597 32.87667585446207))",['8a2da4d83187fff'],[34068],['LRT'],Haifa,"['lrt05', 'lrt06']","70, מועצה אזורית מטה אשר, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,1304.3818388,1304.3818388,1,0,0,0,0,0,2,0,0,POINT (35.17759473923893 32.87717611826956),0.0,0.0,0.0,0.0,1017.0431679100576,313.3974681136241,,,1,2,2,1,8.0,0,Not Hub
49,49,"POLYGON ((35.195342018034815 32.83226675483163, 35.19468803929589 32.83187660705017, 35.194073642769155 32.83237733766124, 35.1941132224062 32.83326820874203, 35.19476719672171 32.83365836119926, 35.19538159582363 32.83315763790009, 35.195342018034815 32.83226675483163))",['8a2da4d84267fff'],[44103],['BRT'],Haifa,"['brt011', 'brt012']","781, أبو خربيش, إعبلين, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,0.0,0.0,1,2,0,0,0,0,0,0,0,POINT (35.194727620467575 32.832767483992356),0.0,0.0,987.3965162883432,150.99132274998712,5422.544924421605,1497.2656457757864,,,1,2,2,1,6.0,0,Not Hub
50,50,"POLYGON ((35.18703807336867 32.831649277926154, 35.18638406255529 32.83125916650586, 35.185769655993475 32.831759859666526, 35.185809257669135 32.832650656937325, 35.186463264058396 32.833040773032906, 35.18707767319609 32.83254008718262, 35.18703807336867 32.831649277926154))",['8a2da4d8474ffff'],[44102],['BRT'],Haifa,"['brt011', 'brt012']","781, أبو خربيش, إعبلين, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,0.0,0.0,1,2,0,0,0,0,0,0,0,POINT (35.186423665765865 32.8321499696369),0.0,0.0,0.0,0.0,5483.810673307656,1443.161901621675,,,1,2,2,1,6.0,0,Not Hub
51,51,"POLYGON ((35.181845505836144 32.82941928693591, 35.18119146644049 32.829029207495395, 35.18057705873506 32.82952989289616, 35.18061668784859 32.83042065042895, 35.18127072281994 32.83081073454527, 35.181885133102064 32.83031005645316, 35.181845505836144 32.82941928693591))",['8a2da4d847affff'],[36872],['BRT'],Haifa,"['brt011', 'brt012']","781, أم الشتوية, إعبلين, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,30.212624880000003,30.212624880000003,1,2,0,0,0,0,0,0,0,POINT (35.181231097089416 32.82991997088762),0.0,0.0,0.0,0.0,6720.756476881655,1911.3727061600057,,,1,2,2,1,6.0,0,Not Hub
52,52,"POLYGON ((35.20213983665461 32.827649192450735, 35.201485860461204 32.827259040594505, 35.20087148640195 32.82775984537104, 35.20091108596057 32.828650794693075, 35.20156505773171 32.829040951227846, 35.202179434366506 32.82854015376226, 35.20213983665461 32.827649192450735))",['8a2da4d85d0ffff'],[44407],['BRT'],Haifa,"['brt011', 'brt012']","781, أبو خربيش, إعبلين, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,0.0,0.0,1,2,0,0,0,0,0,0,0,POINT (35.20152546155511 32.82814999577841),0.0,0.0,0.0,0.0,4876.107007934394,1262.7159610031,,,1,2,2,1,6.0,0,Not Hub
53,53,"POLYGON ((35.165691892441885 32.82412191550078, 35.16503777180139 32.823731927303214, 35.16442335604091 32.824232574648576, 35.164463058342115 32.82512320288777, 35.165117174557516 32.82551319576199, 35.16573159289684 32.82501255572061, 35.165691892441885 32.82412191550078))",['8a2da4d868b7fff'],[44071],['BRT'],Haifa,"['brt011', 'brt012']","شفا عمرو, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,17.59970923,0.0,1,2,0,0,0,0,0,0,0,POINT (35.16507747563918 32.824622561399316),0.0,0.0,0.0,0.0,9325.87656088052,3099.7541826877286,,,1,2,2,1,6.0,0,Not Hub
54,54,"POLYGON ((35.17538426031906 32.827300142207946, 35.17473018841144 32.82691009926834, 35.17411577747467 32.827410769448036, 35.174155435867966 32.82830147526071, 35.174809503351014 32.82869152287647, 35.17542391686532 32.828190860003566, 35.17538426031906 32.827300142207946))",['8a2da4d86b27fff'],[36870],['BRT'],Haifa,"['brt011', 'brt012']","781, أم الشتوية, إعبلين, נפת עכו, מחוז הצפון, ישראל",חיפה,טבעת,123.96588556,123.96588556,1,2,0,0,0,0,0,0,0,POINT (35.174769848340624 32.827800810939465),0.0,0.0,0.0,0.0,8465.85591438719,2514.151004348397,,,1,2,2,1,6.0,0,Not Hub
55,55,"POLYGON ((35.16119241577218 32.82317330712688, 35.16053827496124 32.822783341696464, 35.15992385550963 32.823283973972295, 35.15996357428968 32.82417456437579, 35.16061771067527 32.82456453448288, 35.16123213270618 32.82406390950996, 35.16119241577218 32.82317330712688))",['8a2da4d86c27fff'],[44070],['BRT'],Haifa,"['brt011', 'brt012']","781, شفا عمرو, נפת עכו, מחוז הצפון, 2820313, ישראל",חיפה,טבעת,0.0,0.0,1,2,0,0,0,0,0,0,0,POINT (35.160577995278096 32.82367393795627),0.0,0.0,0.0,0.0,10213.787766372096,4851.559625379214,,,1,2,2,1,6.0,0,Not Hub
56,56,"POLYGON ((35.10344859778638 32.85635133822164, 35.10279440876011 32.8559614375923, 35.102179817063956 32.85646149182631, 35.10221941181637 32.8573514393816, 35.10287359640785 32.85774134466699, 35.103488190681716 32.85724129774122, 35.10344859778638 32.85635133822164))",['8a2da4d92837fff'],[34056],['LRT'],Haifa,"['lrt07', 'lrt08']","יפה ירקוני, צור שלום, קרית ביאליק, נפת חיפה, מחוז חיפה, 2641422, ישראל",חיפה,טבעת,703.5885353,15.22869711,1,0,0,0,0,0,2,0,0,POINT (35.102834005045125 32.85685139099898),3461.7731012215486,483.9597074010316,6066.618598127399,1590.0749651521655,11279.66651123544,9545.126782516983,,,1,2,2,1,8.0,0,Not Hub
57,57,"POLYGON ((35.09526082144204 32.858402106073356, 35.09460661339189 32.858012227920796, 35.09399200475169 32.85851222275868, 35.09403160158358 32.85940208844138, 35.09468580519796 32.85979197124825, 35.095300416416144 32.85929198371827, 35.09526082144204 32.858402106073356))",['8a2da4d92c07fff'],[34054],['LRT'],Haifa,"['lrt07', 'lrt08']","עכו - חיפה, משכנות האמנים, קרית מוצקין, נפת חיפה, מחוז חיפה, 2641422, ישראל",חיפה,טבעת,3192.5813665,3192.5813665,1,0,0,0,0,0,2,0,0,POINT (35.094646211756285 32.85890209945401),4614.032511016772,1739.89133928688,10654.745241067969,6906.95965617998,11429.675856101549,5130.833688052308,,,1,2,2,1,8.0,0,Not Hub
58,58,"MULTIPOLYGON (((35.08953129526264 32.85845269523825, 35.088916678427026 32.8589526603164, 35.088956282690745 32.85984247815333, 35.08961050193204 32.860232342872976, 35.09022512134594 32.859732385102184, 35.09018551894024 32.858842555304264, 35.08953129526264 32.85845269523825)), ((35.09149395404728 32.85962228913324, 35.09087933668137 32.860122254343494, 35.09091892816653 32.86101208600884, 35.09157313515925 32.861401964425156, 35.092187755103076 32.860902006523034, 35.09214816547626 32.860012162896254, 35.09149395404728 32.85962228913324)))","['8a2da4d92c87fff', '8a3f4db34b2ffff']","[34051, 1006]","['LRT', 'BRT']",Haifa,"['R321-1', 'R1001-2', 'R322-1', 'R1002-2', 'R323-2', 'R1003-2', 'R323-1\\n', 'R1002-1', 'R322-2', 'R321-2', 'R1001-1', 'R1003-1,', 'lrt07']","שדרות ירושלים, משכנות האמנים, קריית מוצקין, נפת חיפה, מחוז חיפה, 2641422, ישראל",חיפה,טבעת,15316.333161,8705.966345,2,12,0,0,0,0,1,0,0,POINT (35.09055222630197 32.85992732412198),0.0,0.0,13240.997049066573,3577.0024556958933,15631.657015692295,11381.96317181828,1354.0,מתקן משולב,1,2,2,2,44.0,3,Local
59,59,"POLYGON ((35.131894689624644 32.82304690505347, 35.1319344690466 32.8239372401702, 35.132588704642764 32.82432709694182, 35.133203165244744 32.82382661392278, 35.133163387669164 32.82293626683334, 35.13250914764519 32.82254641473582, 35.131894689624644 32.82304690505347))","['8a2da4d94b17fff', '8a2da4d94b17fff', '8a2da4d94b17fff', '8a2da4d94b17fff', '8a2da4d94b17fff', '8a2da4d94b17fff']","[1000, 1000, 34014, 34014, 36850, 36850]","['BRT', 'LRT']",Haifa,"['brt012,', 'lrt01', 'lrt02', 'lrt03', 'lrt04', 'lrt05', 'lrt06,', 'R1002-2', 'R1002-1']","79, מועצה אזורית זבולון, נפת חיפה, מחוז חיפה, 2820313, ישראל",חיפה,טבעת,9587.6103094,8835.8004128,3,6,0,0,0,0,12,0,0,POINT (35.13254892860462 32.823436755705245),0.0,0.0,1220.6710485473843,2817.988036770466,9302.649134051508,1542.0360769415145,10782.0,מסוף בינוני,1,2,2,2,72.60000000000001,2,Local
60,60,"POLYGON ((35.1370092178442 32.823494717580864, 35.13639476347219 32.823995222959645, 35.13643452642272 32.824885595890485, 35.13708874189856 32.82527547541612, 35.137703198851476 32.824774977337015, 35.1376634377476 32.8238845924324, 35.1370092178442 32.823494717580864))","['8a2da4d94b67fff', '8a2da4d94b67fff']","[49021, 49021]",['BRT'],Haifa,"['brt011', 'brt012']","781, גבעת אלונים, קרית אתא, נפת חיפה, מחוז חיפה, 2820313, ישראל",חיפה,טבעת,2847.850301,1.5399999999999998e-05,1,4,0,0,0,0,0,0,0,POINT (35.1370489823319 32.82438509636503),0.0,0.0,1285.0103925381609,2966.5190450838245,7402.83051803067,1319.5943390438945,,,1,2,2,1,12.0,0,Not Hub
